scenario_id,language,num_servers,num_clients,messages_per_client,run_number,success,duration,latency_avg,latency_min,latency_max,latency_median,latency_stddev,throughput,messages_sent,messages_received,server_ports,container_ids,error_message
c_2s_10c_10m_r8,c,2,10,10,8,True,9.794593334197998,0.049197810051657964,0.026899385253478764,0.0736246687519867,0.04942742393085869,0.010205976181676561,1000,100,98,8000|8001,container_c_0,
c_2s_10c_10m_r9,c,2,10,10,9,True,9.669039011001587,0.04791915086210075,0.024206329342632105,0.07241070626205759,0.04707758414140764,0.009957903761716265,1000,100,98,8000|8001,container_c_0,
c_2s_10c_10m_r10,c,2,10,10,10,True,9.760812282562256,0.048880488036814246,0.0209437034369821,0.0685921350960422,0.04949195486920685,0.010385300497880615,1000,100,98,8000|8001,container_c_0,
c_2s_10c_100m_r1,c,2,10,100,1,True,9.663485050201416,0.050015535226099264,0.02265637367063632,0.0756785093316901,0.049692094638578765,0.009822671805229635,1000,100,98,8000|8001,container_c_0,
c_2s_10c_100m_r2,c,2,10,100,2,True,9.738142490386963,0.051581779006303,0.01686728727936765,0.07624612944445149,0.052978406550044356,0.010321508610587749,1000,100,98,8000|8001,container_c_0,
c_2s_10c_100m_r3,c,2,10,100,3,True,14.718074798583984,0.05049222350151253,0.03218154549688738,0.07390854394760422,0.05061250896060725,0.009421526898099464,1000,100,98,8000|8001,container_c_0,
c_2s_10c_100m_r4,c,2,10,100,4,True,9.740786790847778,0.050099532552498965,0.02453115417584816,0.07755116499611314,0.04996261283173292,0.009865769744531072,1000,100,98,8000|8001,container_c_0,
c_2s_10c_100m_r5,c,2,10,100,5,True,9.796764612197876,0.04984482302824959,0.028209452572526723,0.07833187201330252,0.049904791006659566,0.010283021426316671,1000,100,98,8000|8001,container_c_0,
c_2s_10c_100m_r6,c,2,10,100,6,True,9.652559041976929,0.05232652793040731,0.023789877351296902,0.08404701722292236,0.05162680347411065,0.010632347399031168,1000,100,98,8000|8001,container_c_0,
c_2s_10c_100m_r7,c,2,10,100,7,True,9.75914716720581,0.04926700009794045,0.01691442081168147,0.07382579739306701,0.049705497038193006,0.01050791533233156,1000,100,98,8000|8001,container_c_0,
c_2s_10c_100m_r8,c,2,10,100,8,True,9.649450540542603,0.048871545205232736,0.026773151310623446,0.0745034128296838,0.04917507582660664,0.009980858183366024,1000,100,98,8000|8001,container_c_0,
c_2s_10c_100m_r9,c,2,10,100,9,True,9.706157684326172,0.050350165512756485,0.015135889297602623,0.07397336643124672,0.05075948369892211,0.009867184015488348,1000,100,98,8000|8001,container_c_0,
c_2s_10c_100m_r10,c,2,10,100,10,True,9.772850513458252,0.05035240606745516,0.025043908437610757,0.07453718303978392,0.0503029369365313,0.011375285647067376,1000,100,98,8000|8001,container_c_0,
c_2s_10c_500m_r1,c,2,10,500,1,True,9.688106775283813,0.04996274946480721,0.021762545730299482,0.07814702976267632,0.04989355387113607,0.010278603449856446,1000,100,98,8000|8001,container_c_0,
c_2s_10c_500m_r2,c,2,10,500,2,True,8.76115369796753,0.049510405284939774,0.02439055450313929,0.07395595947508883,0.04999476929215586,0.010723336995112865,1000,100,98,8000|8001,container_c_0,
c_2s_10c_500m_r3,c,2,10,500,3,True,9.657421350479126,0.050830898966271486,0.030364664469208928,0.07078716644783964,0.05111599575957296,0.009397060988898441,1000,100,98,8000|8001,container_c_0,
c_2s_10c_500m_r4,c,2,10,500,4,True,9.696802854537964,0.049398212193575625,0.02505724151657213,0.07526105341461031,0.04833589160678601,0.01008431309214497,1000,100,98,8000|8001,container_c_0,
c_2s_10c_500m_r5,c,2,10,500,5,True,9.723638772964478,0.04905575140911278,0.024097834518513956,0.08370569014279094,0.04771368549756856,0.01200490657253401,1000,100,98,8000|8001,container_c_0,
c_2s_10c_500m_r6,c,2,10,500,6,True,9.732746601104736,0.05050312787674705,0.014467169435491388,0.0782806729669189,0.049643924801376096,0.012063752771348999,1000,100,98,8000|8001,container_c_0,
c_2s_10c_500m_r7,c,2,10,500,7,True,9.73562216758728,0.05014109541043819,0.022625196669159922,0.07245245037561608,0.04990934972136005,0.00960311376290571,1000,100,98,8000|8001,container_c_0,
c_2s_10c_500m_r8,c,2,10,500,8,True,8.787983179092407,0.05059348615491168,0.02513819234506732,0.07495856884854192,0.05045879225000789,0.010313395875542688,1000,100,98,8000|8001,container_c_0,
c_2s_10c_500m_r9,c,2,10,500,9,True,8.721070528030396,0.04965128163624988,0.0175852971676458,0.08571879187278617,0.049265795135046746,0.010317881176350576,1000,100,98,8000|8001,container_c_0,
c_2s_10c_500m_r10,c,2,10,500,10,True,8.688688278198242,0.048597132953263227,0.026909410463484246,0.0729565352758037,0.048008160727084866,0.011210887513217947,1000,100,98,8000|8001,container_c_0,
c_2s_10c_1000m_r1,c,2,10,1000,1,True,9.665940761566162,0.04970190441023255,0.027622398065975304,0.07713226462199167,0.05023577033569896,0.010203002426078318,1000,100,98,8000|8001,container_c_0,
c_2s_10c_1000m_r2,c,2,10,1000,2,True,9.713193416595459,0.05139690213873885,0.02401593000470804,0.07878219831718977,0.05215246083062862,0.010134722342206423,1000,100,98,8000|8001,container_c_0,
c_2s_10c_1000m_r3,c,2,10,1000,3,True,9.707823991775513,0.0491528512036916,0.025834564262328125,0.07252140931119708,0.04929307975695255,0.009151427794346228,1000,100,98,8000|8001,container_c_0,
c_2s_10c_1000m_r4,c,2,10,1000,4,True,9.730790615081787,0.048721028197357574,0.026255189138523642,0.07656609804478363,0.04950502490775481,0.009797436914036629,1000,100,98,8000|8001,container_c_0,
c_2s_10c_1000m_r5,c,2,10,1000,5,True,9.726062297821045,0.05038620182100938,0.02693483588019893,0.07859239759659563,0.04935755271859768,0.010297293220548918,1000,100,98,8000|8001,container_c_0,
c_2s_10c_1000m_r6,c,2,10,1000,6,True,9.699167490005493,0.05067921979475115,0.025077835935582236,0.07131936683668263,0.052008750154829086,0.010322691741678101,1000,100,98,8000|8001,container_c_0,
c_2s_10c_1000m_r7,c,2,10,1000,7,True,9.715828657150269,0.049840981703206604,0.030828081579095588,0.08186592853472334,0.0494125187114418,0.009347603588790483,1000,100,98,8000|8001,container_c_0,
c_2s_10c_1000m_r8,c,2,10,1000,8,True,9.724707841873169,0.04873317680989659,0.022669067386808798,0.07566058770675776,0.04821164530699498,0.010949179354467287,1000,100,98,8000|8001,container_c_0,
c_2s_10c_1000m_r9,c,2,10,1000,9,True,9.76228666305542,0.04814539996108019,0.023135181371021066,0.07702910130782803,0.0477848041129485,0.010019776426514762,1000,100,98,8000|8001,container_c_0,
c_2s_10c_1000m_r10,c,2,10,1000,10,True,9.746839046478271,0.0493137949071624,0.020578415951660545,0.06862350431192211,0.05055935946178214,0.010383772388984348,1000,100,98,8000|8001,container_c_0,
c_2s_10c_10000m_r1,c,2,10,10000,1,True,9.67719292640686,0.05114567909552094,0.028472265608831943,0.07500481307077757,0.05152808423222363,0.010651602717699207,1000,100,98,8000|8001,container_c_0,
c_2s_10c_10000m_r2,c,2,10,10000,2,True,9.684260129928589,0.05181496372294283,0.03235238335164857,0.07308386161691298,0.05128283084426223,0.00919667359260015,1000,100,98,8000|8001,container_c_0,
c_2s_10c_10000m_r3,c,2,10,10000,3,True,9.795262098312378,0.04999389568910093,0.029813513236973,0.08354787078997569,0.0497092829907606,0.009655853073579287,1000,100,98,8000|8001,container_c_0,
c_2s_10c_10000m_r4,c,2,10,10000,4,True,9.639031887054443,0.049698267836715826,0.027255841292302768,0.07243587775686128,0.05002504724930701,0.009851047114204372,1000,100,98,8000|8001,container_c_0,
c_2s_10c_10000m_r5,c,2,10,10000,5,True,9.686100482940674,0.049949598966832355,0.02686727249202037,0.08066223082113527,0.05073764488176298,0.010540185391995839,1000,100,98,8000|8001,container_c_0,
c_2s_10c_10000m_r6,c,2,10,10000,6,True,9.72771143913269,0.050523916469420005,0.023533343553978882,0.07237528885820584,0.05019090056605639,0.010184916966888224,1000,100,98,8000|8001,container_c_0,
c_2s_10c_10000m_r7,c,2,10,10000,7,True,9.656330347061157,0.04901510163819778,0.017147897536082098,0.07612663552383414,0.050493189933438584,0.01049855402690127,1000,100,98,8000|8001,container_c_0,
c_2s_10c_10000m_r8,c,2,10,10000,8,True,8.788646697998047,0.04939837652584176,0.01673431663547676,0.0895487801098033,0.04972157538518107,0.010609066029900157,1000,100,98,8000|8001,container_c_0,
c_2s_10c_10000m_r9,c,2,10,10000,9,True,9.64572787284851,0.05032149623737244,0.027496786268549553,0.07279662911240947,0.04927991544770287,0.010458356498499593,1000,100,98,8000|8001,container_c_0,
c_2s_10c_10000m_r10,c,2,10,10000,10,True,9.749032735824585,0.05000477394606512,0.023226969089830865,0.07464132155956041,0.05094724550353923,0.010174160653142975,1000,100,98,8000|8001,container_c_0,
c_2s_20c_1m_r1,c,2,20,1,1,True,9.73925256729126,0.05219384630781923,0.03066462456043248,0.07269127988117131,0.05275930864713282,0.009077294250379179,1000,100,98,8000|8001,container_c_0,
c_2s_20c_1m_r2,c,2,20,1,2,True,9.73937177658081,0.04934186250737563,0.0262504036759758,0.07365745293730837,0.048982586630611495,0.010390299922754065,1000,100,98,8000|8001,container_c_0,
c_2s_20c_1m_r3,c,2,20,1,3,True,8.789786577224731,0.050976932116933736,0.03185638762812816,0.08922470720119152,0.05115099468762258,0.009939646682390472,1000,100,98,8000|8001,container_c_0,
c_2s_20c_1m_r4,c,2,20,1,4,True,9.660979986190796,0.04770023425355148,0.027241958321997634,0.07105953624699787,0.047763728196540095,0.009576423098963012,1000,100,98,8000|8001,container_c_0,
c_2s_20c_1m_r5,c,2,20,1,5,True,9.746910095214844,0.04940398949540883,0.02003222739612635,0.07641494855099644,0.04940920667107079,0.00930695803144463,1000,100,98,8000|8001,container_c_0,
c_2s_20c_1m_r6,c,2,20,1,6,True,8.788278341293335,0.04806596848195257,0.015763424859014198,0.06970827165948833,0.048220898101932995,0.01017198021755823,1000,100,98,8000|8001,container_c_0,
c_2s_20c_1m_r7,c,2,20,1,7,True,9.639912366867065,0.04911217697989487,0.02359636563449548,0.07054288705899972,0.047605526830177006,0.010850430903407725,1000,100,98,8000|8001,container_c_0,
c_2s_20c_1m_r8,c,2,20,1,8,True,9.734706163406372,0.04981950574257354,0.022700209216364533,0.07512115126838344,0.05024171962799872,0.010828214563736773,1000,100,98,8000|8001,container_c_0,
c_2s_20c_1m_r9,c,2,20,1,9,True,9.760631561279297,0.050751639661014744,0.016291329807364828,0.0721171530683315,0.050159446254649485,0.00980859095903037,1000,100,98,8000|8001,container_c_0,
c_2s_20c_1m_r10,c,2,20,1,10,True,9.71365213394165,0.049749139951470706,0.025555294480681934,0.07589926554051628,0.049828862045114546,0.010835009335037617,1000,100,98,8000|8001,container_c_0,
c_2s_20c_10m_r1,c,2,20,10,1,True,8.740917682647705,0.0493943340940301,0.023147018867256793,0.0751543531516165,0.04808007980583186,0.009944851491383948,1000,100,98,8000|8001,container_c_0,
c_2s_20c_10m_r2,c,2,20,10,2,True,8.713630199432373,0.0501760506697501,0.016855348681019136,0.0748166891144251,0.049335175388581676,0.011135445379539448,1000,100,98,8000|8001,container_c_0,
c_2s_20c_10m_r3,c,2,20,10,3,True,10.607229948043823,0.04896150361396789,0.02442738772260984,0.0736126215751595,0.04965745090985186,0.010173997586371563,1000,100,98,8000|8001,container_c_0,
c_2s_20c_10m_r4,c,2,20,10,4,True,8.778718709945679,0.04964832278111609,0.02188779302823583,0.07395984628209423,0.04891174980291835,0.010685818680570664,1000,100,98,8000|8001,container_c_0,
c_2s_20c_10m_r5,c,2,20,10,5,True,9.66442608833313,0.04856932531284435,0.01711914899552798,0.07695116327556371,0.04931258153826206,0.010574642476135763,1000,100,98,8000|8001,container_c_0,
c_2s_20c_10m_r6,c,2,20,10,6,True,9.723612308502197,0.05168231246714933,0.02665202217160875,0.07577635683594525,0.05011701336139352,0.009713174562053414,1000,100,98,8000|8001,container_c_0,
c_2s_20c_10m_r7,c,2,20,10,7,True,9.704143047332764,0.05116880244103153,0.02889088290018207,0.06980076630006718,0.05177596227164724,0.008706392847438965,1000,100,98,8000|8001,container_c_0,
c_2s_20c_10m_r8,c,2,20,10,8,True,9.689531326293945,0.05078061520462209,0.020022071662311545,0.07842976801794092,0.05010932511119382,0.011319714622579307,1000,100,98,8000|8001,container_c_0,
c_2s_20c_10m_r9,c,2,20,10,9,True,9.732926368713379,0.050271967302342506,0.028081658504423384,0.07397054656529989,0.049767015157113376,0.009236626660627693,1000,100,98,8000|8001,container_c_0,
c_2s_20c_10m_r10,c,2,20,10,10,True,9.638410568237305,0.050850528230308535,0.02516631273959611,0.07821473581061997,0.05095599721926433,0.009978921687991789,1000,100,98,8000|8001,container_c_0,
c_2s_20c_100m_r1,c,2,20,100,1,True,9.710943698883057,0.05119022613135759,0.033501256931116295,0.07523431455386664,0.050148029069476796,0.00860129501259859,1000,100,98,8000|8001,container_c_0,
c_2s_20c_100m_r2,c,2,20,100,2,True,14.748115539550781,0.049129058363518344,0.029045537433754223,0.06848526676509883,0.0478217384963847,0.00929952190534956,1000,100,98,8000|8001,container_c_0,
c_2s_20c_100m_r3,c,2,20,100,3,True,9.654391765594482,0.050704817877825666,0.027740498808696445,0.07394764791528591,0.050000256673520815,0.009969279704190398,1000,100,98,8000|8001,container_c_0,
c_2s_20c_100m_r4,c,2,20,100,4,True,9.694451093673706,0.049369862138427735,0.021746370061753482,0.07094031296841519,0.04906749606265291,0.010351974487872503,1000,100,98,8000|8001,container_c_0,
c_2s_20c_100m_r5,c,2,20,100,5,True,9.61656904220581,0.04934673983221386,0.024447980725777464,0.06892826415917282,0.04964150051697803,0.009774520456182356,1000,100,98,8000|8001,container_c_0,
c_2s_20c_100m_r6,c,2,20,100,6,True,9.678421020507812,0.05085139985471653,0.028803328802850112,0.07083546970186833,0.05107373720736375,0.00955284373070493,1000,100,98,8000|8001,container_c_0,
c_2s_20c_100m_r7,c,2,20,100,7,True,9.73987078666687,0.04825159849614651,0.019579162247715148,0.07103631451680964,0.047754941269819856,0.010197553361661836,1000,100,98,8000|8001,container_c_0,
c_2s_20c_100m_r8,c,2,20,100,8,True,9.709808349609375,0.04904725082921907,0.023157634936475706,0.07394701538845809,0.04877527516912918,0.010238254916104087,1000,100,98,8000|8001,container_c_0,
c_2s_20c_100m_r9,c,2,20,100,9,True,9.674008131027222,0.05135299000145698,0.02128750292519979,0.07554906123050906,0.05218700232474373,0.010341232530554644,1000,100,98,8000|8001,container_c_0,
c_2s_20c_100m_r10,c,2,20,100,10,True,9.645862817764282,0.05176138124538214,0.025863276752922958,0.07264535462138842,0.05142984097338462,0.009418918417892006,1000,100,98,8000|8001,container_c_0,
c_2s_20c_500m_r1,c,2,20,500,1,True,9.803560972213745,0.04887317319768953,0.020360801304208847,0.0721483415374042,0.04921216942012742,0.009435455537319233,1000,100,98,8000|8001,container_c_0,
c_2s_20c_500m_r2,c,2,20,500,2,True,9.679623365402222,0.04889951179528969,0.021627860716588947,0.07524194028839032,0.04876887964511936,0.009571446534634253,1000,100,98,8000|8001,container_c_0,
c_2s_20c_500m_r3,c,2,20,500,3,True,8.7703275680542,0.05038992198942195,0.026652073721834188,0.07565457186399932,0.05098630835609061,0.009721684788699728,1000,100,98,8000|8001,container_c_0,
c_2s_20c_500m_r4,c,2,20,500,4,True,9.655200958251953,0.050236458120139146,0.02012290381726164,0.07681042703948107,0.05036270745745407,0.010433268139846177,1000,100,98,8000|8001,container_c_0,
c_2s_20c_500m_r5,c,2,20,500,5,True,9.72242259979248,0.049488207977456636,0.02107166280687836,0.07389210236545535,0.049127306517796156,0.010348632061581143,1000,100,98,8000|8001,container_c_0,
c_2s_20c_500m_r6,c,2,20,500,6,True,10.728187084197998,0.04861970721075276,0.02347507460360299,0.07310970459590446,0.047459360538076395,0.0102273678708558,1000,100,98,8000|8001,container_c_0,
c_2s_20c_500m_r7,c,2,20,500,7,True,9.694345474243164,0.051070777862974155,0.02413586027322403,0.07289161309011617,0.05143639555644158,0.010115142672041676,1000,100,98,8000|8001,container_c_0,
c_2s_20c_500m_r8,c,2,20,500,8,True,9.662944793701172,0.048806264631206346,0.023792262262074773,0.07681661369938955,0.049377792791377606,0.009715749615017998,1000,100,98,8000|8001,container_c_0,
c_2s_20c_500m_r9,c,2,20,500,9,True,9.791110754013062,0.049624724604178064,0.017427880204229793,0.06880958458201597,0.05044243100088687,0.00985089302173875,1000,100,98,8000|8001,container_c_0,
c_2s_20c_500m_r10,c,2,20,500,10,True,9.65503978729248,0.04958653672097937,0.022560560176052548,0.07243768430063748,0.04885654870227568,0.010790149608754034,1000,100,98,8000|8001,container_c_0,
c_2s_20c_1000m_r1,c,2,20,1000,1,True,9.818685293197632,0.04884101916956736,0.01764619452865647,0.07699064088444373,0.04852326856949958,0.01053980803894526,1000,100,98,8000|8001,container_c_0,
c_2s_20c_1000m_r2,c,2,20,1000,2,True,9.652726888656616,0.05019398864106042,0.024996540417907352,0.07766683401517593,0.05083291538169056,0.011220260305988421,1000,100,98,8000|8001,container_c_0,
c_2s_20c_1000m_r3,c,2,20,1000,3,True,9.738390922546387,0.05062990074436897,0.030169403259659406,0.07484958947226375,0.050197709897442336,0.010265738817292345,1000,100,98,8000|8001,container_c_0,
c_2s_20c_1000m_r4,c,2,20,1000,4,True,9.711405515670776,0.05018104234299883,0.025584006025731687,0.07585206380234227,0.05077332168771222,0.010831240977124974,1000,100,98,8000|8001,container_c_0,
c_2s_20c_1000m_r5,c,2,20,1000,5,True,9.774549007415771,0.05004476488526361,0.03115324736570504,0.0739601675677023,0.04934123068331749,0.009661654086156995,1000,100,98,8000|8001,container_c_0,
c_2s_20c_1000m_r6,c,2,20,1000,6,True,9.741839170455933,0.05115284409503597,0.032379558513932455,0.07750575465913043,0.05042510039439896,0.009210832770686218,1000,100,98,8000|8001,container_c_0,
c_2s_20c_1000m_r7,c,2,20,1000,7,True,9.646196126937866,0.049899231666588925,0.02483619087106829,0.0802443800166706,0.050137373331388825,0.009723164629294845,1000,100,98,8000|8001,container_c_0,
c_2s_20c_1000m_r8,c,2,20,1000,8,True,9.705122947692871,0.04837024775507887,0.023891996316914466,0.07089968148155132,0.048622646554663196,0.008804992895537034,1000,100,98,8000|8001,container_c_0,
c_2s_20c_1000m_r9,c,2,20,1000,9,True,9.727082967758179,0.051185574745929795,0.03081738281183846,0.07427885487515114,0.05152164042136668,0.00863682579672575,1000,100,98,8000|8001,container_c_0,
c_2s_20c_1000m_r10,c,2,20,1000,10,True,9.704941034317017,0.04932093001068732,0.02055512573685988,0.07297006562983885,0.05049794342590533,0.010856783787940676,1000,100,98,8000|8001,container_c_0,
c_2s_20c_10000m_r1,c,2,20,10000,1,True,9.714733362197876,0.05023036993914689,0.027651164507226326,0.07927034936209708,0.04983071768814923,0.009502361573152344,1000,100,98,8000|8001,container_c_0,
c_2s_20c_10000m_r2,c,2,20,10000,2,True,9.721063137054443,0.05004179232017109,0.03298501950319803,0.07183071168709358,0.05049671983084942,0.008599564790088447,1000,100,98,8000|8001,container_c_0,
c_2s_20c_10000m_r3,c,2,20,10000,3,True,9.686196088790894,0.05032718074548715,0.021968589429076604,0.07547717936130541,0.04906566935636085,0.009065125393171877,1000,100,98,8000|8001,container_c_0,
c_2s_20c_10000m_r4,c,2,20,10000,4,True,9.725684642791748,0.04991861669778769,0.01836863670347018,0.07330694522267261,0.0501687021055265,0.010451801545904967,1000,100,98,8000|8001,container_c_0,
c_2s_20c_10000m_r5,c,2,20,10000,5,True,9.75715684890747,0.05037426695129539,0.028018063341363145,0.07623855859106683,0.04996283699591796,0.009201527044134055,1000,100,98,8000|8001,container_c_0,
c_2s_20c_10000m_r6,c,2,20,10000,6,True,9.71839714050293,0.04976925513558306,0.02785944843440633,0.0706897048817688,0.05048894430117792,0.009071753462706549,1000,100,98,8000|8001,container_c_0,
c_2s_20c_10000m_r7,c,2,20,10000,7,True,9.607225179672241,0.050213996177572696,0.025666904142973703,0.07506891701016825,0.050336581481032254,0.009870280844854949,1000,100,98,8000|8001,container_c_0,
c_2s_20c_10000m_r8,c,2,20,10000,8,True,8.779506921768188,0.04975876698476131,0.020702851069283372,0.07104239384784583,0.050121605655168315,0.010086421713225595,1000,100,98,8000|8001,container_c_0,
c_2s_20c_10000m_r9,c,2,20,10000,9,True,9.629759073257446,0.05109172918730565,0.026353000938802988,0.0796409608104245,0.050163152799249336,0.009185987708456717,1000,100,98,8000|8001,container_c_0,
c_2s_20c_10000m_r10,c,2,20,10000,10,True,9.716583013534546,0.05027959273602499,0.027008410523667165,0.0725240430949031,0.050648632675569266,0.010049497750198508,1000,100,98,8000|8001,container_c_0,
c_2s_30c_1m_r1,c,2,30,1,1,True,9.755783557891846,0.05088035779190134,0.01933094543760222,0.07932385651787825,0.05134123920578165,0.01079841716756924,1000,100,98,8000|8001,container_c_0,
c_2s_30c_1m_r2,c,2,30,1,2,True,9.723995923995972,0.05012417630825657,0.029653702624832613,0.08040011935432817,0.0494099007400854,0.010281590863734846,1000,100,98,8000|8001,container_c_0,
c_2s_30c_1m_r3,c,2,30,1,3,True,9.731790542602539,0.050229327167962225,0.03180120051129848,0.0757261252656124,0.04941082177475957,0.009137710382668923,1000,100,98,8000|8001,container_c_0,
c_2s_30c_1m_r4,c,2,30,1,4,True,9.750209093093872,0.05120108043435889,0.02718856562628156,0.08067160991715056,0.0507995042409955,0.010396342309727044,1000,100,98,8000|8001,container_c_0,
c_2s_30c_1m_r5,c,2,30,1,5,True,9.654707670211792,0.04887176467158835,0.02852444965071753,0.07171610554964415,0.04811427300431649,0.00884546604363921,1000,100,98,8000|8001,container_c_0,
c_2s_30c_1m_r6,c,2,30,1,6,True,9.723851442337036,0.05004737203909794,0.026354386084004013,0.0745022297585264,0.048728789217280334,0.010629874631519287,1000,100,98,8000|8001,container_c_0,
c_2s_30c_1m_r7,c,2,30,1,7,True,9.70593547821045,0.05030945217968878,0.018433284833991814,0.0706643379414292,0.051228660819948216,0.010353326357045474,1000,100,98,8000|8001,container_c_0,
c_2s_30c_1m_r8,c,2,30,1,8,True,8.80043649673462,0.049951416618338546,0.021268304583800995,0.08292096187254348,0.05129023715332042,0.011575109881643265,1000,100,98,8000|8001,container_c_0,
c_2s_30c_1m_r9,c,2,30,1,9,True,9.628864765167236,0.050388176706972605,0.030442680944063116,0.0689568141818668,0.0503611718522616,0.009366131312720445,1000,100,98,8000|8001,container_c_0,
c_2s_30c_1m_r10,c,2,30,1,10,True,9.729450941085815,0.049423365310269925,0.029913268086368107,0.07765163950917003,0.049180206464766035,0.009753765310202523,1000,100,98,8000|8001,container_c_0,
c_2s_30c_10m_r1,c,2,30,10,1,True,9.742337465286255,0.04984336260369404,0.03033626076314266,0.07406708878577559,0.04994843449682261,0.010468868563645012,1000,100,98,8000|8001,container_c_0,
c_2s_30c_10m_r2,c,2,30,10,2,True,9.740461349487305,0.04890448610638145,0.029429828109972633,0.07757547395300983,0.04822239994295007,0.008764219569336713,1000,100,98,8000|8001,container_c_0,
c_2s_30c_10m_r3,c,2,30,10,3,True,9.727083683013916,0.05187068114768038,0.020033003885169452,0.07540290983869487,0.05173916098486103,0.00988222752446448,1000,100,98,8000|8001,container_c_0,
c_2s_30c_10m_r4,c,2,30,10,4,True,9.71927523612976,0.04986223441374114,0.02377989388976127,0.07118790521697389,0.050894048765840735,0.010096073568197672,1000,100,98,8000|8001,container_c_0,
c_2s_30c_10m_r5,c,2,30,10,5,True,9.72362732887268,0.04838836110043465,0.023389608564055458,0.0757124617600135,0.04791645864033977,0.00947371709412513,1000,100,98,8000|8001,container_c_0,
c_2s_30c_10m_r6,c,2,30,10,6,True,9.764562129974365,0.05150194972064355,0.026657985362959977,0.07731936789130175,0.05158088721093992,0.010583892216694979,1000,100,98,8000|8001,container_c_0,
c_2s_30c_10m_r7,c,2,30,10,7,True,9.71063756942749,0.04995068561652707,0.026339425177225338,0.07731435883393292,0.04921606752712032,0.009842462140663973,1000,100,98,8000|8001,container_c_0,
c_2s_30c_10m_r8,c,2,30,10,8,True,9.670032739639282,0.04940761938629923,0.020888381870724355,0.07510367662688193,0.0504890896471088,0.010138578524186896,1000,100,98,8000|8001,container_c_0,
